surface	corpus	rank	pct	samples	total	function	file	line	lib	profile
p1b_direct_strict_track1	marine_ik	3	8.45	142	1680	bbnf_bench::real_typed_struct::mix	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/bbnf-bench/src/real_typed_struct.rs	2479	profile_direct	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__marine_ik.json.gz
p1b_direct_strict_track1	marine_ik	4	6.01	101	1680	<bbnf_bench::generated_real_typed::DirectParser>::skip_array	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/bbnf-bench/src/generated_real_typed.rs	4212	profile_direct	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__marine_ik.json.gz
p1b_direct_strict_track1	marine_ik	5	3.51	59	1680	parse_that_regex::number::materialize_f64	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/parse-that-regex/src/number/mod.rs	261	profile_direct	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__marine_ik.json.gz
p1b_direct_strict_track1	marine_ik	6	0.06	1	1680	read			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__marine_ik.json.gz
p1b_direct_strict_track1	marine_ik	7	0.06	1	1680	<std::sys::fd::unix::FileDesc>::read_buf	/rustc/02c7f9bec0fd583160f8bcccb830216023b07bee/library/std/src/sys/fd/unix.rs	179	profile_direct	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__marine_ik.json.gz
p1b_direct_strict_track1	mesh	1	42.79	965	2255	bbnf_bench::generated_real_typed::parse_type_mesh	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/bbnf-bench/src/generated_real_typed.rs	1886	profile_direct	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__mesh.json.gz
p1b_direct_strict_track1	mesh	2	26.30	593	2255	<bbnf_bench::generated_real_typed::DirectParser>::ws	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/bbnf-bench/src/generated_real_typed.rs	3763	profile_direct	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__mesh.json.gz
p1b_direct_strict_track1	mesh	3	15.25	344	2255	bbnf_bench::real_typed_struct::fold_f64_slice	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/bbnf-bench/src/real_typed_struct.rs	2403	profile_direct	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__mesh.json.gz
p1b_direct_strict_track1	mesh	4	7.27	164	2255	parse_that_regex::number::materialize_f64	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/parse-that-regex/src/number/mod.rs	261	profile_direct	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__mesh.json.gz
p1b_direct_strict_track1	mesh	5	0.53	12	2255	0x2b088			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__mesh.json.gz
p1b_direct_strict_track1	mesh	6	0.53	12	2255	0x2b450			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__mesh.json.gz
p1b_direct_strict_track1	mesh	7	0.35	8	2255	0x2b06c			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__mesh.json.gz
p1b_direct_strict_track1	mesh	8	0.31	7	2255	0x30160			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__mesh.json.gz
p1b_direct_strict_track1	mesh	9	0.31	7	2255	__rustc::__rdl_alloc	/rustc/02c7f9bec0fd583160f8bcccb830216023b07bee/library/std/src/alloc.rs	450	profile_direct	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__mesh.json.gz
p1b_direct_strict_track1	mesh	10	0.31	7	2255	0x3a044			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__mesh.json.gz
p1b_direct_strict_track1	mesh	11	0.27	6	2255	0x300a8			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__mesh.json.gz
p1b_direct_strict_track1	mesh	12	0.27	6	2255	0x30078			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__mesh.json.gz
p1b_direct_strict_track1	mesh	13	0.27	6	2255	0x2b2a0			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__mesh.json.gz
p1b_direct_strict_track1	mesh	14	0.27	6	2255	0x2a0d4			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__mesh.json.gz
p1b_direct_strict_track1	mesh	15	0.22	5	2255	0x2ffd4			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__mesh.json.gz
p1b_direct_strict_track1	mesh	16	0.22	5	2255	0x2a8c8			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__mesh.json.gz
p1b_direct_strict_track1	mesh	17	0.22	5	2255	0x2ff2c			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__mesh.json.gz
p1b_direct_strict_track1	mesh	18	0.22	5	2255	0x2a144			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__mesh.json.gz
p1b_direct_strict_track1	mesh	19	0.22	5	2255	0x3ac98			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__mesh.json.gz
p1b_direct_strict_track1	mesh	20	0.18	4	2255	0x270ec4			profile_direct	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__mesh.json.gz
p1b_direct_strict_track1	numbers	1	73.56	1736	2360	alloc::alloc::alloc	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/alloc/src/alloc.rs	101	profile_direct	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__numbers.json.gz
p1b_direct_strict_track1	numbers	2	13.18	311	2360	bbnf_bench::real_typed_struct::fold_f64_slice	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/bbnf-bench/src/real_typed_struct.rs	2403	profile_direct	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__numbers.json.gz
p1b_direct_strict_track1	numbers	3	12.84	303	2360	parse_that_regex::number::materialize_f64	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/parse-that-regex/src/number/mod.rs	261	profile_direct	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__numbers.json.gz
p1b_direct_strict_track1	numbers	4	0.08	2	2360	mach_absolute_time			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__numbers.json.gz
p1b_direct_strict_track1	numbers	5	0.04	1	2360	0x14130			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__numbers.json.gz
p1b_direct_strict_track1	numbers	6	0.04	1	2360	0x3ac84			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__numbers.json.gz
p1b_direct_strict_track1	numbers	7	0.04	1	2360	0x33438			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__numbers.json.gz
p1b_direct_strict_track1	numbers	8	0.04	1	2360	0x1431c			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__numbers.json.gz
p1b_direct_strict_track1	numbers	9	0.04	1	2360	0x2b06c			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__numbers.json.gz
p1b_direct_strict_track1	numbers	10	0.04	1	2360	_kernelrpc_mach_vm_map_trap			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__numbers.json.gz
p1b_direct_strict_track1	numbers	11	0.04	1	2360	0x15810			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__numbers.json.gz
p1b_direct_strict_track1	numbers	12	0.04	1	2360	write			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__numbers.json.gz
p1b_direct_strict_track1	random	1	37.09	932	2513	<bbnf_bench::generated_real_typed::DirectParser>::ws	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/bbnf-bench/src/generated_real_typed.rs	3763	profile_direct	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__random.json.gz
p1b_direct_strict_track1	random	2	31.32	787	2513	bbnf_bench::generated_real_typed::parse_option_scalar_string	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/bbnf-bench/src/generated_real_typed.rs	2951	profile_direct	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__random.json.gz
p1b_direct_strict_track1	random	3	27.06	680	2513	bbnf_bench::real_typed_struct::checksum_random	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/bbnf-bench/src/real_typed_struct.rs		profile_direct	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__random.json.gz
p1b_direct_strict_track1	random	4	0.56	14	2513	core::ptr::drop_in_place::<bbnf_bench::real_typed_struct::RandomUser>	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/core/src/ptr/mod.rs	810	profile_direct	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__random.json.gz
p1b_direct_strict_track1	random	5	0.28	7	2513	0x2b450			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__random.json.gz
p1b_direct_strict_track1	random	6	0.24	6	2513	0x2b06c			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__random.json.gz
p1b_direct_strict_track1	random	7	0.20	5	2513	__rustc::__rdl_alloc	/rustc/02c7f9bec0fd583160f8bcccb830216023b07bee/library/std/src/alloc.rs	450	profile_direct	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__random.json.gz
p1b_direct_strict_track1	random	8	0.20	5	2513	0x2a0d4			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__random.json.gz
p1b_direct_strict_track1	random	9	0.16	4	2513	0x3ac4c			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__random.json.gz
p1b_direct_strict_track1	random	10	0.16	4	2513	0x2b1ac			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__random.json.gz
p1b_direct_strict_track1	random	11	0.16	4	2513	__bzero			libsystem_platform.dylib	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__random.json.gz
p1b_direct_strict_track1	random	12	0.12	3	2513	0x2b088			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__random.json.gz
p1b_direct_strict_track1	random	13	0.12	3	2513	0x30078			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__random.json.gz
p1b_direct_strict_track1	random	14	0.12	3	2513	mach_absolute_time			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__random.json.gz
p1b_direct_strict_track1	random	15	0.12	3	2513	0x270ec4			profile_direct	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__random.json.gz
p1b_direct_strict_track1	random	16	0.08	2	2513	0x2aa10			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__random.json.gz
p1b_direct_strict_track1	random	17	0.08	2	2513	0x3a0b0			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__random.json.gz
p1b_direct_strict_track1	random	18	0.08	2	2513	0x2fee0			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__random.json.gz
p1b_direct_strict_track1	random	19	0.08	2	2513	0x2b2b0			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__random.json.gz
p1b_direct_strict_track1	random	20	0.08	2	2513	0x2ffe0			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__random.json.gz
p1b_direct_strict_track1	twitter	1	75.19	788	1048	<bbnf_bench::generated_real_typed::DirectParser>::skip_value	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/bbnf-bench/src/generated_real_typed.rs	4174	profile_direct	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__twitter.json.gz
p1b_direct_strict_track1	twitter	2	12.60	132	1048	<core::slice::iter::Iter<bbnf_bench::real_typed_struct::Tweet> as core::iter::traits::iterator::Iterator>::next	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/core/src/slice/iter/macros.rs	180	profile_direct	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__twitter.json.gz
p1b_direct_strict_track1	twitter	3	8.87	93	1048	parse_that_regex::skip_ascii_whitespace	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/parse-that-regex/src/lib.rs	121	profile_direct	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__twitter.json.gz
p1b_direct_strict_track1	twitter	4	1.24	13	1048	<bbnf_bench::generated_real_typed::DirectParser>::tiny_plain_string_end	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/bbnf-bench/src/generated_real_typed.rs	4249	profile_direct	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__twitter.json.gz
p1b_direct_strict_track1	twitter	5	1.05	11	1048	<bbnf_bench::generated_real_typed::DirectParser>::skip_array	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/bbnf-bench/src/generated_real_typed.rs	4212	profile_direct	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__twitter.json.gz
p1b_direct_strict_track1	twitter	6	0.57	6	1048	parse_that_regex::string_escape_control_mask	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/parse-that-regex/src/lib.rs	988	profile_direct	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__twitter.json.gz
p1b_direct_strict_track1	twitter	7	0.19	2	1048	parse_that_regex::number::match_number_span_from_first	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/parse-that-regex/src/number/mod.rs	56	profile_direct	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__twitter.json.gz
p1b_direct_strict_track1	twitter	8	0.10	1	1048	read			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__twitter.json.gz
p1b_direct_strict_track1	twitter	9	0.10	1	1048	_platform_memset			libsystem_platform.dylib	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__twitter.json.gz
p1b_direct_strict_track1	twitter	10	0.10	1	1048	_platform_memmove			libsystem_platform.dylib	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__twitter.json.gz
p1b_direct_strict_track1	unicode_basic	1	44.13	1361	3084	bbnf_bench::real_typed_struct::checksum_unicode_basic	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/bbnf-bench/src/real_typed_struct.rs		profile_direct	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__unicode_basic.json.gz
p1b_direct_strict_track1	unicode_basic	2	24.84	766	3084	parse_that_regex::skip_ascii_whitespace	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/parse-that-regex/src/lib.rs	121	profile_direct	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__unicode_basic.json.gz
p1b_direct_strict_track1	unicode_basic	3	16.73	516	3084	bbnf_bench::generated_real_typed::parse_option_scalar_string	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/bbnf-bench/src/generated_real_typed.rs	2951	profile_direct	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__unicode_basic.json.gz
p1b_direct_strict_track1	unicode_basic	4	4.73	146	3084	<bbnf_bench::generated_real_typed::DirectParser>::ws	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/bbnf-bench/src/generated_real_typed.rs	3763	profile_direct	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__unicode_basic.json.gz
p1b_direct_strict_track1	unicode_basic	5	0.75	23	3084	0x2a0d4			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__unicode_basic.json.gz
p1b_direct_strict_track1	unicode_basic	6	0.71	22	3084	core::ptr::drop_in_place::<bbnf_bench::real_typed_struct::UnicodeBasicRecord>	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/core/src/ptr/mod.rs	810	profile_direct	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__unicode_basic.json.gz
p1b_direct_strict_track1	unicode_basic	7	0.68	21	3084	0x2b06c			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__unicode_basic.json.gz
p1b_direct_strict_track1	unicode_basic	8	0.49	15	3084	__bzero			libsystem_platform.dylib	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__unicode_basic.json.gz
p1b_direct_strict_track1	unicode_basic	9	0.49	15	3084	0x2b088			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__unicode_basic.json.gz
p1b_direct_strict_track1	unicode_basic	10	0.36	11	3084	0x2b450			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__unicode_basic.json.gz
p1b_direct_strict_track1	unicode_basic	11	0.29	9	3084	0x3a064			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__unicode_basic.json.gz
p1b_direct_strict_track1	unicode_basic	12	0.29	9	3084	0x3ac4c			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__unicode_basic.json.gz
p1b_direct_strict_track1	unicode_basic	13	0.26	8	3084	0x270e88			profile_direct	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__unicode_basic.json.gz
p1b_direct_strict_track1	unicode_basic	14	0.23	7	3084	0x2a144			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__unicode_basic.json.gz
p1b_direct_strict_track1	unicode_basic	15	0.19	6	3084	0x3ac70			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__unicode_basic.json.gz
p1b_direct_strict_track1	unicode_basic	16	0.19	6	3084	0x2b318			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__unicode_basic.json.gz
p1b_direct_strict_track1	unicode_basic	17	0.19	6	3084	__rustc::__rdl_alloc	/rustc/02c7f9bec0fd583160f8bcccb830216023b07bee/library/std/src/alloc.rs	450	profile_direct	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__unicode_basic.json.gz
p1b_direct_strict_track1	unicode_basic	18	0.19	6	3084	0x2ffe0			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__unicode_basic.json.gz
p1b_direct_strict_track1	unicode_basic	19	0.19	6	3084	0x30078			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__unicode_basic.json.gz
p1b_direct_strict_track1	unicode_basic	20	0.16	5	3084	0x2a8c8			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__unicode_basic.json.gz
p1b_direct_strict_track1	unicode_escapes	1	99.56	7424	7457	parse_that_regex::skip_ascii_whitespace	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/parse-that-regex/src/lib.rs	121	profile_direct	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__unicode_escapes.json.gz
p1b_direct_strict_track1	unicode_escapes	2	0.30	22	7457	<bbnf_bench::generated_real_typed::DirectParser>::ws	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/bbnf-bench/src/generated_real_typed.rs	3763	profile_direct	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__unicode_escapes.json.gz
p1b_direct_strict_track1	unicode_escapes	3	0.11	8	7457	bbnf_bench::real_typed_struct::typed_checksum	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/bbnf-bench/src/real_typed_struct.rs	1747	profile_direct	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__unicode_escapes.json.gz
p1b_direct_strict_track1	unicode_escapes	4	0.01	1	7457	read			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__unicode_escapes.json.gz
p1b_direct_strict_track1	unicode_escapes	5	0.01	1	7457	0x334fc			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__unicode_escapes.json.gz
p1b_direct_strict_track1	unicode_escapes	6	0.01	1	7457	profile_direct::run_once	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/bbnf-bench/src/bin/profile_direct.rs	154	profile_direct	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__unicode_escapes.json.gz
p1b_direct_strict_track1	unicode_mixed	1	95.24	4626	4857	bbnf_bench::generated_real_typed::parse_type_unicode_mixed_document	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/bbnf-bench/src/generated_real_typed.rs	1362	profile_direct	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__unicode_mixed.json.gz
p1b_direct_strict_track1	unicode_mixed	2	3.99	194	4857	<bbnf_bench::generated_real_typed::DirectParser>::ws	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/bbnf-bench/src/generated_real_typed.rs	3763	profile_direct	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__unicode_mixed.json.gz
p1b_direct_strict_track1	unicode_mixed	3	0.58	28	4857	<core::option::Option<u64>>::map_or_else::<u64, bbnf_bench::real_typed_struct::fold_opt_u64::{closure#0}, bbnf_bench::real_typed_struct::fold_opt_u64::{closure#1}>	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/core/src/option.rs	1276	profile_direct	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__unicode_mixed.json.gz
p1b_direct_strict_track1	unicode_mixed	4	0.08	4	4857	alloc::alloc::dealloc_nonnull	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/alloc/src/alloc.rs	128	profile_direct	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__unicode_mixed.json.gz
p1b_direct_strict_track1	unicode_mixed	5	0.04	2	4857	core::str::validations::run_utf8_validation	/rustc/02c7f9bec0fd583160f8bcccb830216023b07bee/library/core/src/str/validations.rs	217	profile_direct	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__unicode_mixed.json.gz
p1b_direct_strict_track1	unicode_mixed	6	0.02	1	4857	read			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__unicode_mixed.json.gz
p1b_direct_strict_track1	unicode_mixed	7	0.02	1	4857	0x33454			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__unicode_mixed.json.gz
p1b_direct_strict_track1	unicode_mixed	8	0.02	1	4857	0x2b06c			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__unicode_mixed.json.gz
p1b_direct_strict_track1	update_center	1	33.01	685	2075	bbnf_bench::generated_real_typed::parse_type_plugin_ordered	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/bbnf-bench/src/generated_real_typed.rs	837	profile_direct	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__update_center.json.gz
p1b_direct_strict_track1	update_center	2	22.02	457	2075	<u64>::wrapping_add	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/core/src/num/uint_macros.rs	2511	profile_direct	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__update_center.json.gz
p1b_direct_strict_track1	update_center	3	17.59	365	2075	<bbnf_bench::generated_real_typed::DirectParser>::skip_value	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/bbnf-bench/src/generated_real_typed.rs	4174	profile_direct	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__update_center.json.gz
p1b_direct_strict_track1	update_center	4	10.51	218	2075	<bbnf_bench::generated_real_typed::DirectParser>::ws	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/bbnf-bench/src/generated_real_typed.rs	3763	profile_direct	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__update_center.json.gz
p1b_direct_strict_track1	update_center	5	8.96	186	2075	parse_that_regex::skip_ascii_whitespace	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/parse-that-regex/src/lib.rs	120	profile_direct	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__update_center.json.gz
p1b_direct_strict_track1	update_center	6	3.61	75	2075	bbnf_bench::generated_real_typed::parse_type_update_center	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/bbnf-bench/src/generated_real_typed.rs	690	profile_direct	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__update_center.json.gz
p1b_direct_strict_track1	update_center	7	2.17	45	2075	<bbnf_bench::generated_real_typed::DirectParser>::take	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/bbnf-bench/src/generated_real_typed.rs	3768	profile_direct	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__update_center.json.gz
p1b_direct_strict_track1	update_center	8	1.78	37	2075	<memchr::arch::aarch64::neon::memchr::Two>::find_raw	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/memchr-2.8.0/src/arch/aarch64/neon/memchr.rs	509	profile_direct	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__update_center.json.gz
p1b_direct_strict_track1	update_center	9	0.19	4	2075	core::ptr::drop_in_place::<bbnf_bench::real_typed_struct::PluginEntry>	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/core/src/ptr/mod.rs	810	profile_direct	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__update_center.json.gz
p1b_direct_strict_track1	update_center	10	0.05	1	2075	read			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__update_center.json.gz
p1b_direct_strict_track1	update_center	11	0.05	1	2075	mach_absolute_time			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__update_center.json.gz
p1b_direct_strict_track1	update_center	12	0.05	1	2075	0x14940			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1b/direct_strict_track1__update_center.json.gz
